spotifyuri,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,Playlist Name,User Name,Password
spotify:track:0rSdhfeQmYAfzO3kcjsCpg,Whore,In This Moment,Blood,1,4,245533,spotify:user:1276732684,2018-01-31T05:21:52Z,silver_void,Trey,Password
spotify:track:3AqydzHbn8KtlKxymfe1fG,Widower,Make Them Suffer,Neverbloom,1,9,278000,spotify:user:1276732684,2018-01-31T05:21:55Z,silver_void,Trey,Password
spotify:track:005drRcJJFgFHgtxSJJO0v,Fuck Everything,Suicide Silence,The Black Crown,1,5,273613,spotify:user:12137970152,2018-01-31T05:22:14Z,silver_void,Trey,Password
spotify:track:3RVg6RZvfOLrw4pqjVNbQr,To Hell and Back,Sabaton,Heroes,1,5,206546,spotify:user:mangasempai,2018-01-31T05:22:40Z,silver_void,Trey,Password
spotify:track:6G1r9YfIWGGnhg240AU1o1,The Things We Believe In,Orden Ogan,To the End,1,3,306047,spotify:user:1262795919,2018-01-31T05:22:46Z,silver_void,Trey,Password
spotify:track:6dHvSzATLME9M6BCo2si7f,Primo Victoria,Sabaton,Primo Victoria (Re-Armed),1,1,250720,spotify:user:mangasempai,2018-01-31T05:22:58Z,silver_void,Trey,Password
spotify:track:6xgO2ICtpT8jDcYvVsCKIB,Wrong Side of Heaven,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",1,4,271000,spotify:user:1276732684,2018-01-31T05:23:11Z,silver_void,Trey,Password
spotify:track:7qjbpdk0IYijcSuSYWlXO6,Jekyll and Hyde,Five Finger Death Punch,Got Your Six (Deluxe),1,2,206894,spotify:user:1276732684,2018-01-31T05:23:20Z,silver_void,Trey,Password
spotify:track:1hPKSQuvfLlPeIu8xhRyTf,Until The World Goes Cold,Trivium,Silence In The Snow (Special Edition),1,7,321161,spotify:user:1276732684,2018-01-31T05:23:39Z,silver_void,Trey,Password
spotify:track:5QLH7zAdcAJLgR25gtvtoK,Lost In The Static,After The Burial,Dig Deep,1,2,273194,spotify:user:1276732684,2018-01-31T05:23:45Z,silver_void,Trey,Password
spotify:track:6iIPoZ7ZxAZjk5Q8cCJo1p,The Matriarch,Unleash The Archers,Apex,1,3,242360,spotify:user:1276732684,2018-01-31T05:23:56Z,silver_void,Trey,Password
spotify:track:5Hzto0vLxLb8GfkUtu6ZJK,Drink,Alestorm,Sunset On The Golden Age,1,2,202586,spotify:user:mangasempai,2018-01-31T05:26:09Z,silver_void,Trey,Password
spotify:track:2yzV2Mibk7V29pINPAGvvZ,Sangreal,Septicflesh,Communion,1,8,316986,spotify:user:1262795919,2018-01-31T05:26:38Z,silver_void,Trey,Password
spotify:track:4FthwGFz9SVZgCVqxNXsSK,Invincible,Adelitas Way,Adelitas Way,1,1,190133,spotify:user:12127761446,2018-01-31T05:26:54Z,silver_void,Trey,Password
spotify:track:3ASbm9YFt3Ei9KeFctnVC9,Hector's Hymn,Hammerfall,(r)Evolution (Bonus Version),1,1,354026,spotify:user:mangasempai,2018-01-31T05:27:03Z,silver_void,Trey,Password
spotify:track:3f5484zXKfSKaqeDUDKBkN,Vortex (Interdimensional Spiral Hindering Inexplicable Euphoria),Make Them Suffer,Worlds Apart,1,4,236250,spotify:user:1276732684,2018-01-31T05:27:07Z,silver_void,Trey,Password
spotify:track:0ZUPWnw89a0iLfNdcUiIm3,Anthem,Iced Earth,Dystopia,1,2,294613,spotify:user:mangasempai,2018-01-31T05:27:36Z,silver_void,Trey,Password
spotify:track:03jdl5GTBhKsgB1Yw8mVPh,In Between,Beartooth,Disgusting,1,4,213576,spotify:user:12137970152,2018-01-31T05:27:40Z,silver_void,Trey,Password
spotify:track:5tXPbEbEouMSEbqQHO0qQa,Move,Thousand Foot Krutch,The Art Of Breaking,1,7,208693,spotify:user:12137970152,2018-01-31T05:29:03Z,silver_void,Trey,Password
spotify:track:0pRBe5fl0ZuoWhdEcAIbXS,Sabbath Bloody Sabbath,Black Sabbath,Sabbath Bloody Sabbath (Remastered),1,1,346637,spotify:user:1276732684,2018-01-31T05:29:52Z,silver_void,Trey,Password
spotify:track:3OvPTXzFtF6ABmlykTwlg3,Dream Eater,Separations,Dream Eater,1,2,209399,spotify:user:1276732684,2018-01-31T05:29:58Z,silver_void,Trey,Password
spotify:track:3WeWaUyTww9gLKmimlwm5w,Ruin,Lamb of God,As The Palaces Burn,1,1,234266,spotify:user:mangasempai,2018-01-31T05:31:10Z,silver_void,Trey,Password
spotify:track:47IWLfIKOKhFnz1FUEUIkE,A Boy Brushed Red Living In Black And White,Underoath,They're Only Chasing Safety,1,2,268000,spotify:user:1276732684,2018-01-31T05:32:18Z,silver_void,Trey,Password
spotify:track:4E6wpXABj8XosZEPXZz2OK,Bleed,Meshuggah,ObZen,1,3,442733,spotify:user:mangasempai,2018-01-31T05:32:27Z,silver_void,Trey,Password
spotify:track:6KtT5rn2kKZDHKCuhkXXSR,Island in the Mist,Dark Sarah,The Puzzle,1,2,282466,spotify:user:1276732684,2018-01-31T05:32:28Z,silver_void,Trey,Password
spotify:track:71E4oAn3RYFzqZzVwMze6a,Remnants Echo,Oracles,Miserycorde,1,7,299765,spotify:user:1276732684,2018-01-31T05:32:40Z,silver_void,Trey,Password
spotify:track:6HkH25hffaxe1MeDkQsLhe,I Want To Fuck You To Death,Huntress,Starbound Beast,1,3,220946,spotify:user:1276732684,2018-01-31T05:34:16Z,silver_void,Trey,Password
spotify:track:0WZZENH0kt3O2cBE8q5IRq,War Eternal,Arch Enemy,War Eternal,1,3,256053,spotify:user:mangasempai,2018-01-31T05:34:21Z,silver_void,Trey,Password
spotify:track:5soMJpcVhSrGrB4prvPL6P,Rip & Tear,Mick Gordon,Doom (Original Game Soundtrack),1,2,257734,spotify:user:mangasempai,2018-01-31T05:35:30Z,silver_void,Trey,Password
spotify:track:2ZQo43TnA0XBUvPHSUfe2F,Looking Down The Barrel Of Today,Hatebreed,The Concrete Confessional,1,2,161626,spotify:user:12137970152,2018-01-31T05:37:34Z,silver_void,Trey,Password
spotify:track:4qjvr0qMFUo26SxwC4VygS,Linchpin,Fear Factory,Digimortal,1,5,204853,spotify:user:mangasempai,2018-01-31T05:38:24Z,silver_void,Trey,Password
spotify:track:6gsM7xmG68XjOuXtUjS4Rg,Warriors,Solence,Warriors,1,1,174687,spotify:user:1262795919,2018-01-31T05:39:22Z,silver_void,Trey,Password
spotify:track:0QV3swr7L8MZr72lL2izV1,Hardwired,Metallica,Hardwired…To Self-Destruct (Deluxe),1,1,189347,spotify:user:12137970152,2018-01-31T05:41:03Z,silver_void,Trey,Password
spotify:track:4UEo1b0wWrtHMC8bVqPiH8,Nightmare,Avenged Sevenfold,Nightmare,1,1,374453,spotify:user:12137970152,2018-01-31T05:43:26Z,silver_void,Trey,Password
spotify:track:7lmeHLHBe4nmXzuXc0HDjk,Testify,Rage Against The Machine,The Battle Of Los Angeles,1,1,210133,spotify:user:12137970152,2018-01-31T05:45:16Z,silver_void,Trey,Password
spotify:track:14EORgkbXqIx5K4Haucmnb,Absolute Zero,Stone Sour,House of Gold & Bones Part 1,1,2,229840,spotify:user:12137970152,2018-01-31T05:48:42Z,silver_void,Trey,Password
spotify:track:6p2liQLGoDaLXgND68bfVt,Coming Undone,Korn,See You On the Other Side,1,9,199773,spotify:user:12137970152,2018-01-31T05:48:47Z,silver_void,Trey,Password
spotify:track:4ZmX8elKMkH0MfniNi0Adu,House of The Rising Sun,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",1,12,247388,spotify:user:12137970152,2018-01-31T05:50:28Z,silver_void,Trey,Password
spotify:track:6fZ7qlznlZR244lPyh2oxh,Cryin' Like A Bitch!!,Godsmack,The Oracle,1,1,201666,spotify:user:12137970152,2018-01-31T05:59:13Z,silver_void,Trey,Password
spotify:track:7gOgA3f40DgmOuTn1ZQHno,Heaven Wasn't Built To Hold Me,Four Year Strong,"In Some Way, Shape, Or Form.",1,8,185880,spotify:user:kieyull,2018-01-31T16:01:31Z,silver_void,Trey,Password
spotify:track:5Q6ViafzbPK1W2pyccVMhi,Stolen Credit Card!,Four Year Strong,Four Year Strong,1,5,231027,spotify:user:kieyull,2018-01-31T16:01:53Z,silver_void,Trey,Password
spotify:track:25HhZqSzVNwcyoj8fTOMeB,Of Mice And Men,Megadeth,Warchest,3,17,244973,spotify:user:kieyull,2018-01-31T16:02:15Z,silver_void,Trey,Password
spotify:track:12wHH8gewvmdVT6sISkSCF,The World Needs a Hero,Megadeth,The World Needs a Hero,1,2,232000,spotify:user:kieyull,2018-01-31T16:02:23Z,silver_void,Trey,Password
spotify:track:4E5xVW505akJX0wcKj8Mpd,Tornado Of Souls - Remastered 2004,Megadeth,Rust In Peace,1,7,319042,spotify:user:kieyull,2018-01-31T16:02:29Z,silver_void,Trey,Password
spotify:track:6NwbeybX6TDtXlpXvnUOZC,Master Of Puppets,Metallica,Master Of Puppets,1,2,516293,spotify:user:kieyull,2018-01-31T16:03:17Z,silver_void,Trey,Password
spotify:track:1hvXfgrFC8oVgBiD0qwpKJ,Ride The Lightning,Metallica,Ride The Lightning,1,2,396266,spotify:user:kieyull,2018-01-31T16:03:23Z,silver_void,Trey,Password
spotify:track:3O8Ntjn2ZsB6SI24KTAVtL,The Four Horsemen,Metallica,Kill 'Em All,1,2,432666,spotify:user:kieyull,2018-01-31T16:03:29Z,silver_void,Trey,Password
spotify:track:1LDAh7QQnWvp3GJ9QDa1Pj,Seek & Destroy,Metallica,Kill 'Em All,1,9,415400,spotify:user:kieyull,2018-01-31T16:03:35Z,silver_void,Trey,Password
spotify:track:778GIlVSA9nvmIJy8syYuP,What's in the Box?,Four Year Strong,Go Down in History,1,1,187293,spotify:user:kieyull,2018-01-31T16:03:54Z,silver_void,Trey,Password
spotify:track:6tYhjIafCWWg6EaVvM1b9W,"Fire, Fire",Heaven's Basement,Filthy Empire (Explicit),1,2,257320,spotify:user:kieyull,2018-01-31T16:04:05Z,silver_void,Trey,Password
spotify:track:4TFimC8dg0YXuG5Yne2RtW,Heretics & Killers,Protest The Hero,Kezia,1,2,189600,spotify:user:kieyull,2018-01-31T16:04:17Z,silver_void,Trey,Password
spotify:track:0trCwMj9kgudGTqUVDbvbp,A Bid Farewell,Killswitch Engage,The End Of Heartache [Special Edition],1,1,237560,spotify:user:kieyull,2018-01-31T16:04:25Z,silver_void,Trey,Password
spotify:track:4g3QZlvz39UllCcRXDZ0Do,Sulfur,Slipknot,All Hope Is Gone,1,3,277800,spotify:user:kieyull,2018-01-31T16:05:55Z,silver_void,Trey,Password
spotify:track:6U1Ea66MokhLy6kt7drO65,Blame It On This Song,"Chunk! No, Captain Chunk!",Blame It On This Song,1,1,210857,spotify:user:kieyull,2018-01-31T16:06:07Z,silver_void,Trey,Password
spotify:track:2Hd7nmh9Gq9NUKhjzqBhMv,Renegade 86',letlive.,Fake History,1,3,215413,spotify:user:kieyull,2018-01-31T16:07:22Z,silver_void,Trey,Password
spotify:track:7AimHQrOUoUTYbVX87D3Zl,96 Quite Bitter Beings,CKY,"Camp Kill Yourself, Vol.1",1,1,201920,spotify:user:kieyull,2018-01-31T16:07:53Z,silver_void,Trey,Password
spotify:track:3WRTADbL0criwvX6IQFex2,Six,All That Remains,The Fall Of Ideals,1,7,202440,spotify:user:kieyull,2018-01-31T18:28:02Z,silver_void,Trey,Password
spotify:track:3htNWAURTQyS8qe6MFbEzt,The Air That I Breathe,All That Remains,The Fall Of Ideals,1,9,214533,spotify:user:kieyull,2018-01-31T18:28:09Z,silver_void,Trey,Password
spotify:track:7EJ1EkOf5XULjnJITWVd30,From The Outside,All That Remains,For We Are Many,1,7,214346,spotify:user:kieyull,2018-01-31T18:28:43Z,silver_void,Trey,Password
spotify:track:2xKICvRJBIHFBYZiTKg3Rq,Africa,Affiance,Africa,1,1,254866,spotify:user:12127761446,2018-02-01T00:42:42Z,silver_void,Trey,Password
spotify:track:1GTbxcxcwLSY2cVtFSJBlW,The Road Home to Panther Creek,Maylene And The Sons Of Disaster,Maylene & the Sons of Disaster,1,2,199800,spotify:user:kieyull,2018-02-08T16:09:14Z,silver_void,Trey,Password
spotify:track:0UYICmfmri2Ex4dXwBDnBM,Gusty Like the Wind,Maylene And The Sons Of Disaster,Maylene & the Sons of Disaster,1,5,237733,spotify:user:kieyull,2018-02-08T16:09:24Z,silver_void,Trey,Password
spotify:track:4rdxL7moE2rnUGIfNMWXMM,Lady At the Gate,Maylene And The Sons Of Disaster,Maylene & the Sons of Disaster,1,7,178400,spotify:user:kieyull,2018-02-08T16:09:30Z,silver_void,Trey,Password
spotify:track:4SAeLRKTvdvEKUvpYIoBzT,The Sinner,Memphis May Fire,The Hollow,1,1,242066,spotify:user:kieyull,2018-02-08T16:10:51Z,silver_void,Trey,Password
spotify:track:4pVmA9mRD6FYrVQYhi8lEF,The Seduction,He Is Legend,I Am Hollywood,1,1,230400,spotify:user:kieyull,2018-02-08T16:11:49Z,silver_void,Trey,Password
spotify:track:2M5WTwqnkyz7bW6P1CiD6q,I'm Broken,Pantera,Far Beyond Driven,1,4,264800,spotify:user:kieyull,2018-02-08T16:51:03Z,silver_void,Trey,Password
spotify:track:6wDVNn4STCopwfQ9lFO2iR,Blow Me Away - Featuring Valora,"Breaking Benjamin, Valora",Shallow Bay: The Best Of Breaking Benjamin (Explicit),1,13,189320,spotify:user:zoeiria,2018-02-10T02:35:00Z,silver_void,Trey,Password
spotify:track:3xXKwkmkrpZmGpIof83xbE,So Cold,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin (Explicit),1,4,273040,spotify:user:zoeiria,2018-02-10T02:35:18Z,silver_void,Trey,Password
spotify:track:5m9uiFH9sK5wxRZdfN62n9,The Diary Of Jane,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin (Explicit),1,7,200213,spotify:user:zoeiria,2018-02-10T02:35:23Z,silver_void,Trey,Password
spotify:track:4XS3e0ojS7ieVtpyqgAfic,Snake Devil,Scary Kids Scaring Kids,Scary Kids Scaring Kids,1,11,210253,spotify:user:kieyull,2018-02-10T21:58:12Z,silver_void,Trey,Password
spotify:track:1MWX21tn8xU6XelNgNo3om,Why Walk On Water When We've Got Boats,A Day To Remember,For Those Who Have Heart Re-Issue,1,16,114520,spotify:user:kieyull,2018-02-26T15:05:42Z,silver_void,Trey,Password
spotify:track:3L12dlHEFjoaMz2sn2CWK6,Rattlesnake!,A Static Lullaby,Rattlesnake!,1,1,213506,spotify:user:kieyull,2018-02-26T16:41:21Z,silver_void,Trey,Password
spotify:track:7akSWR8b2LrMnfh0ceChbj,Afterlife,Avenged Sevenfold,Avenged Sevenfold (Explicit Version),1,4,352426,spotify:user:kieyull,2018-03-01T21:18:48Z,silver_void,Trey,Password
spotify:track:716VLmM0LEb03WjVsp1c1z,Zombie (Metal Cover) [Feat. Stine Vea Moracchioli],"Leo, Stine Vea Moracchioli","Metal Covers, Vol. 10",1,1,297845,spotify:user:12127761446,2018-03-05T20:41:54Z,silver_void,Trey,Password
spotify:track:676z61jraS43HoLu3Tc9dB,Big Sky Theory,Dozer,Through The Eyes Of Heathens,1,10,508306,spotify:user:1262795919,2018-03-07T18:38:10Z,silver_void,Trey,Password
spotify:track:4m6KDnPHC6QBvG0UBjuEbm,The Greatest Story Ever Told,Ice Nine Kills,Safe Is Just A Shadow,1,9,262160,spotify:user:kieyull,2018-03-15T17:25:48Z,silver_void,Trey,Password
spotify:track:27ce3PuoDdndLsktG0RvfV,Blood,In This Moment,Rise of the Blood Legion- The Best of (Chapter 1),1,12,207746,spotify:user:kieyull,2018-03-16T20:39:09Z,silver_void,Trey,Password
spotify:track:5RuJi4S1gXw4Ulhgh8aJ9e,Calling,Strung Out,Blackhawks Over Los Angeles,1,1,259853,spotify:user:1262795919,2018-04-26T15:41:39Z,silver_void,Trey,Password
spotify:track:2EmoLA4h7M6Hqt8dkD9FTp,Cult of the New Beat,Blood Command,Funeral Beach,1,3,277150,spotify:user:1262795919,2018-04-26T20:29:09Z,silver_void,Trey,Password
spotify:track:4ZPiXqYvgzY3Ilo2gM0BQb,Hunger,Amaranthe,Amaranthe,1,2,192826,spotify:user:12137970152,2018-05-01T06:09:51Z,silver_void,Trey,Password
spotify:track:0y22IU9eyXT0WWDBCgz42g,Loser,Beartooth,Aggressive,1,3,239360,spotify:user:12137970152,2018-05-09T02:25:59Z,silver_void,Trey,Password
spotify:track:146WlS9r7BCTXmBFccN7eX,Promises,Hopes Die Last,Wolfpack,1,5,258969,spotify:user:kieyull,2018-05-09T22:08:59Z,silver_void,Trey,Password
spotify:track:3dy66DlYLO6JomjxBpyeyQ,Nameless Faceless,Fozzy,All That Remains Reloaded,1,1,208773,spotify:user:12127761446,2018-07-21T06:36:18Z,silver_void,Trey,Password
spotify:track:3BScnE0ZSZ3xMs8NyY1ZLP,Pushed Away,"Tristam, Rogue",Smashing Newbs,1,1,244033,spotify:user:12137970152,2019-02-03T18:03:06Z,silver_void,Trey,Password
spotify:track:3HrvOaJJfVfe3C2TboSh7Y,Guardian,Tristam,Smashing Newbs,1,2,218853,spotify:user:12137970152,2019-02-03T18:03:06Z,silver_void,Trey,Password
spotify:track:6QJ97Cm8f0ffMRqvSvDiHU,Young and Free,Tristam,Smashing Newbs,1,3,205941,spotify:user:12137970152,2019-02-03T18:03:06Z,silver_void,Trey,Password
spotify:track:0CTF8NHjZ2zqhg4JIhB3Ki,Blood Money (feat. Clean Kill),"Tristam, Clean Kill",Smashing Newbs,1,4,293469,spotify:user:12137970152,2019-02-03T18:03:06Z,silver_void,Trey,Password
spotify:track:5zmDqYtgaTZXCBAVJ7XMj8,Hawkling Street (feat. Miggel),"Tristam, Miggel",Smashing Newbs,1,5,229633,spotify:user:12137970152,2019-02-03T18:03:06Z,silver_void,Trey,Password
spotify:track:2PdAJQB3Vzr0tLwJDD2NIY,You Clearly Let It Show,Tristam,Smashing Newbs,1,6,216152,spotify:user:12137970152,2019-02-03T18:03:06Z,silver_void,Trey,Password
spotify:track:4ZUY3AnnXxfLUJtPFalmJI,Pigskin,Hollywood Undead,Notes From The Underground - Unabridged (Deluxe),1,6,161266,spotify:user:12137970152,2019-01-21T09:34:59Z,maybe_good,Trey,Password
spotify:track:1w8BRprH6Qwn5bT6NrEC7I,Flight of Icarus,Iron Maiden,Piece of Mind,1,3,231120,spotify:user:12137970152,2019-01-21T10:24:43Z,maybe_good,Trey,Password
spotify:track:1Qf7H7d1TNP8VfPVDRLY0D,For Those About to Rock (We Salute You),AC/DC,Who Made Who,1,9,353693,spotify:user:12137970152,2019-01-21T10:36:38Z,maybe_good,Trey,Password
spotify:track:30CRH2F09kox3BDGdfDwNo,雑音の雨,Marty Friedman,LOUDSPEAKER,1,9,171013,spotify:user:12137970152,2019-01-23T12:52:48Z,maybe_good,Trey,Password
spotify:track:7iLeu3HnJt7hkxfrqO55V4,Anything Goes,Guns N' Roses,Appetite For Destruction,1,11,206360,spotify:user:12137970152,2019-01-24T18:43:34Z,maybe_good,Trey,Password
spotify:track:7GbBDhN6VHUd1nssK1uXZN,Salvation,Five Finger Death Punch,The Way Of The Fist,1,3,200640,spotify:user:12137970152,2019-01-24T18:46:45Z,maybe_good,Trey,Password
spotify:track:4vls8Q0Ibq5vpzUVo00sP6,Do What You Like,Foreigner,Head Games,1,9,238800,spotify:user:12137970152,2019-01-24T18:54:46Z,maybe_good,Trey,Password
spotify:track:0bKRBCYMHTjIfjN1ZrJDHX,"I'm Bad, I'm Nationwide",ZZ Top,The Baddest,1,12,286573,spotify:user:12137970152,2019-01-24T18:56:38Z,maybe_good,Trey,Password
spotify:track:3QLwYL9Qwu8zlvuhR1HjMH,The Conjuring - Remastered,Megadeth,Peace Sells...But Who's Buying (25th Anniversary),1,2,304386,spotify:user:12137970152,2019-01-24T19:01:12Z,maybe_good,Trey,Password
spotify:track:0LcRFDUjG5avI3y8I2uj9q,Automatic Overdrive,"Slash, Myles Kennedy And The Conspirators",World On Fire,1,3,215866,spotify:user:12137970152,2019-01-24T19:01:43Z,maybe_good,Trey,Password
spotify:track:0wGZZWwMpkdpxio6sUaryz,"Damage, Inc.",Metallica,Master Of Puppets,1,8,329666,spotify:user:12137970152,2019-01-26T16:53:35Z,maybe_good,Trey,Password
spotify:track:03pJkRoQU8Lrmgc14ffJGJ,Am I Evil?,Metallica,"Garage, Inc.",1,17,470133,spotify:user:12137970152,2019-01-26T16:53:39Z,maybe_good,Trey,Password
spotify:track:4kBsYpQBUbSIQNLTDF7es2,Fade To Black (Remastered),Metallica,Ride The Lightning (Remastered),1,4,417226,spotify:user:12137970152,2019-01-26T16:54:01Z,maybe_good,Trey,Password
spotify:track:52m8IrzripYje6bVxUILQU,Hit The Lights (Remastered),Metallica,Kill 'Em All (Deluxe Remaster),1,1,255866,spotify:user:12137970152,2019-01-26T16:54:21Z,maybe_good,Trey,Password
spotify:track:3IOkrpU4MvCUif4W4ifspF,Sucker Train Blues,Velvet Revolver,Contraband,1,1,267773,spotify:user:12137970152,2019-01-26T17:34:15Z,maybe_good,Trey,Password
spotify:track:0j1IhTu6SFHF9jbQdCpPY1,Negative Creep,Velvet Revolver,Slither,1,3,257213,spotify:user:12137970152,2019-01-26T17:34:22Z,maybe_good,Trey,Password
spotify:track:2amzrvbxYiq8AxGntIiw5V,Fall to Pieces,Velvet Revolver,Contraband,1,6,271240,spotify:user:12137970152,2019-01-26T17:34:29Z,maybe_good,Trey,Password
spotify:track:1PlTjGYNKGsU7Rqi5dZZCk,Dirty Little Thing,Velvet Revolver,Contraband,1,12,236600,spotify:user:12137970152,2019-01-26T17:34:34Z,maybe_good,Trey,Password
spotify:track:7C0rG4oWO7VeZcffyW1sK9,Mr. Roboto,Styx,Kilroy Was Here,1,1,328706,spotify:user:12137970152,2019-01-26T17:53:19Z,maybe_good,Trey,Password
spotify:track:7BbRKtnrFIPG2ZeUgc3uTg,Too Much Time On My Hands,Styx,Regeneration (Vol. 1 & 2),2,6,280213,spotify:user:12137970152,2019-01-26T17:56:25Z,maybe_good,Trey,Password
spotify:track:2LmZWha7N2PcfCysqgsjjw,Alexander the Great (356-323 B.C.),Iron Maiden,Somewhere in Time,1,8,515640,spotify:user:12137970152,2019-01-26T17:58:22Z,maybe_good,Trey,Password
spotify:track:7m8hyX3t5jjTBELzd6G9LV,Animal Bar,Red Hot Chili Peppers,The Studio Album Collection 1991 - 2011,5,23,325160,spotify:user:12137970152,2019-01-26T17:59:14Z,maybe_good,Trey,Password
spotify:track:2GPsLljvlsoT229xgJ2AdT,Around The World,Red Hot Chili Peppers,The Studio Album Collection 1991 - 2011,3,1,240200,spotify:user:12137970152,2019-01-26T17:59:57Z,maybe_good,Trey,Password
spotify:track:7gzoNnmYOzGxshLtX2NONc,Bad Rain,"Slash, Myles Kennedy And The Conspirators",Apocalyptic Love,1,10,226673,spotify:user:12137970152,2019-01-26T18:08:13Z,maybe_good,Trey,Password
spotify:track:35ItUJlMtjOQW3SSiTCrrw,Crazy Little Thing Called Love - Remastered 2011,Queen,The Game (Deluxe Remastered Version),1,5,163373,spotify:user:12137970152,2019-01-26T23:47:07Z,maybe_good,Trey,Password
spotify:track:7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered,Queen,Jazz (Deluxe Remastered Version),1,12,209413,spotify:user:12137970152,2019-01-26T23:47:17Z,maybe_good,Trey,Password
spotify:track:4DtB1PJsbl4KAb2rZVNCUL,I Want It All - Remastered 2011,Queen,The Miracle (Deluxe Remastered Version),2,1,242093,spotify:user:12137970152,2019-01-26T23:49:14Z,maybe_good,Trey,Password
spotify:track:2LasW39KJDE4VH9hTVNpE2,Some Day One Day - Remastered 2011,Queen,Queen II (Deluxe Remastered Version),1,4,262200,spotify:user:12137970152,2019-01-26T23:53:38Z,maybe_good,Trey,Password
spotify:track:7ccI9cStQbQdystvc6TvxD,We Are The Champions - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),1,2,179200,spotify:user:12137970152,2019-01-26T23:54:23Z,maybe_good,Trey,Password
spotify:track:54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered,Queen,News Of The World (Deluxe Remastered Version),1,1,122066,spotify:user:12137970152,2019-01-26T23:54:26Z,maybe_good,Trey,Password
spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,1,6,255493,spotify:user:12137970152,2019-01-26T23:55:02Z,maybe_good,Trey,Password
spotify:track:37sSud1ZrTpwXPGJP0dbXI,Fortune Faded,Red Hot Chili Peppers,Greatest Hits,1,15,201266,spotify:user:12137970152,2019-01-27T00:15:10Z,maybe_good,Trey,Password
spotify:track:7Ddg3Hu6DKe4lyxyFLhbeA,I Could Have Lied,Red Hot Chili Peppers,Blood Sugar Sex Magik (U.S. Version),1,6,244400,spotify:user:12137970152,2019-01-27T00:15:24Z,maybe_good,Trey,Password
spotify:track:1suHwrkobDEtey9rQ5wXEh,I Like Dirt,Red Hot Chili Peppers,Californication,1,10,157626,spotify:user:12137970152,2019-01-27T00:15:31Z,maybe_good,Trey,Password
spotify:track:5NykyykHDgj8a75eRUSOpx,My Friends,Red Hot Chili Peppers,The Studio Album Collection 1991 - 2011,2,4,249333,spotify:user:12137970152,2019-01-27T00:15:48Z,maybe_good,Trey,Password
spotify:track:0tp9eoX9x9RZ2STDVarBBs,Nobody Weird Like Me - Remastered,Red Hot Chili Peppers,Mother's Milk,1,5,229960,spotify:user:12137970152,2019-01-27T00:15:56Z,maybe_good,Trey,Password
spotify:track:0mGMiv6ynhxB3PkFk78nTw,One Big Mob,Red Hot Chili Peppers,The Studio Album Collection 1991 - 2011,2,7,362306,spotify:user:12137970152,2019-01-27T00:16:01Z,maybe_good,Trey,Password
spotify:track:6IshpbXajBj4iFny8FqmZF,One Hot Minute,Red Hot Chili Peppers,One Hot Minute (Deluxe Version),1,10,383760,spotify:user:12137970152,2019-01-27T00:16:07Z,maybe_good,Trey,Password
spotify:track:0ytvC9tG03obop9RXqG3af,Out In L.A. - 2002 Digital Remaster,Red Hot Chili Peppers,Red Hot Chili Peppers,1,8,120666,spotify:user:12137970152,2019-01-27T00:16:19Z,maybe_good,Trey,Password
spotify:track:0VNgwKioO0om8n9R3oBoIj,Pretty Little Ditty - Remastered,Red Hot Chili Peppers,Mother's Milk,1,10,187813,spotify:user:12137970152,2019-01-27T00:16:27Z,maybe_good,Trey,Password
spotify:track:3qXEqKdzI3MSGB1FlGMBz5,Creeping Death (Remastered),Metallica,Ride The Lightning (Remastered),1,7,395706,spotify:user:12137970152,2019-01-27T00:26:38Z,maybe_good,Trey,Password
spotify:track:5SZQ45ZPS89NEBrfromaCq,Breadfan,Metallica,"Garage, Inc.",1,19,341266,spotify:user:12137970152,2019-01-27T00:26:44Z,maybe_good,Trey,Password
spotify:track:08ZZqyOaZ4ntAmBY6A32qL,Hardwired,Metallica,Hardwired…To Self-Destruct (Deluxe),1,1,191331,spotify:user:12137970152,2019-01-27T00:28:00Z,maybe_good,Trey,Password
spotify:track:1CvoQuE26MBLWQp9UNB8w8,"Atlas, Rise!",Metallica,Hardwired…To Self-Destruct (Deluxe),1,2,388624,spotify:user:12137970152,2019-01-27T00:28:00Z,maybe_good,Trey,Password
spotify:track:2qH3RhOkM7rua2M5PW8T8A,Now That We're Dead,Metallica,Hardwired…To Self-Destruct (Deluxe),1,3,419074,spotify:user:12137970152,2019-01-27T00:28:00Z,maybe_good,Trey,Password
spotify:track:6P6qJr6lXMMqAjIFFHZh9r,Moth Into Flame,Metallica,Hardwired…To Self-Destruct (Deluxe),1,4,350644,spotify:user:12137970152,2019-01-27T00:28:00Z,maybe_good,Trey,Password
